TEXTO,CARRERA,LABEL
creo que la transparencia financiera es vital,CONTADURÍA,11
paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vital paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vital,CONTADURÍA,11
paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vitale paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vitale,CONTADURÍA,11
paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vitale paraphrase with variations with interesets per carrer contadura in creo que la transparencia financiera es vital,CONTADURÍA,11
me preocupa cómo las políticas laborales afectan a los empleados,RELACIONES INDUSTRIALES,12
variations with variations with variations with variations with variations with variations with variations with variations with interesets per carrer relaciones industriales in me preocupa cómo las polticas laborales afectan a los empleados,RELACIONES INDUSTRIALES,12
variations with variations with variations with variations with variations with variations with variations with variations with interesets per carrer relaciones industriales in me preocupa cómo las polticas laborales afectan a los empleados empleados,RELACIONES INDUSTRIALES,12
variations with variations with variations with variations with variations with variations with variations with variations with interesets per carrer relaciones industriales in me preocupa cómo las polticas laborales afectan a los empleados polticas laborales,RELACIONES INDUSTRIALES,12
paraphrase with variations with interesets per carrer relaciones industriales in quiero promover prácticas justas en el lugar de trabajo,RELACIONES INDUSTRIALES,12
paraphrase with variations with variations with interesets per carrer relaciones industriales in quiero promover prácticas justas en el lugar de trabajo,RELACIONES INDUSTRIALES,12
paraphrase with variations with interesets per carrer relaciones industriales in quiero promover prácticas justas en el lugar de trabajo de trabajo,RELACIONES INDUSTRIALES,12
me gusta organizar programas de desarrollo profesional,RELACIONES INDUSTRIALES,12
paraphrase with variations with interesets per carrer relaciones industriales in disfruto organizando programas de desarrollo profesional,RELACIONES INDUSTRIALES,12
paraphrase with variations with interesets per carrer relaciones industriales in disfruto organizando programas de desarrollo profesionales,RELACIONES INDUSTRIALES,12
paraphrase with variations with interests per carrer relaciones industriales in disfruto organizando programas de desarrollo profesional,RELACIONES INDUSTRIALES,12
estoy interesado en la diversidad y la inclusión en las empresas,RELACIONES INDUSTRIALES,12
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations,RELACIONES INDUSTRIALES,12
with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations,RELACIONES INDUSTRIALES,12
variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,RELACIONES INDUSTRIALES,12
creo que la buena gestión de la gente mejora todo,RELACIONES INDUSTRIALES,12
paraphrase with variations with variations with interesets per carrer relaciones industriales in creo que una buena gestión de personas mejora todo el mundo,RELACIONES INDUSTRIALES,12
paraphrase with variations with variations with interesets per carrer relaciones industriales in creo que una buena gestión de personas mejora todo el mundo y el mundo y el mundo y el mundo y el mundo y el mundo y el mundo y el mundo y,RELACIONES INDUSTRIALES,12
paraphrase with variations with variations with interesets per carrer relaciones industriales in creo que una buena gestión de personas mejora todo el mundo y el mundo y el mundo y el mundo y el mundo y el mundo y el mundo y el mundo es,RELACIONES INDUSTRIALES,12
estoy fascinado por el estudio de los movimientos sociales y sus causas,SOCIOLOGÍA,13
paraphrase with variations with variations with interests per carrer sociologa in me fascina estudiar movimientos sociales y sus causas,SOCIOLOGÍA,13
paraphrase with variations with variations with interests per carrer sociologa in me fascina estudiar estudiar movimientos sociales y sus causas,SOCIOLOGÍA,13
paraphrase with variations with variations with interests per carrer sociologa in me fascina estudiar movimientos sociales y sus causas de sus causas,SOCIOLOGÍA,13
quiero entender mejor la interacción entre los diferentes grupos sociales,SOCIOLOGÍA,13
paraphrase with variations with interests per carrer sociologa in quiero entender mejor la interacción entre diferentes grupos sociales,SOCIOLOGÍA,13
with variations with interests per carrer sociologa in quiero entender mejor la interacción entre diferentes grupos sociales,SOCIOLOGÍA,13
disfruto haciendo investigación de campo,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in disfruto realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in disfruto realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando el campo,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in disfruto realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo realizando investigaciones de campo,SOCIOLOGÍA,13
estoy interesado en sociología urbana y rural,SOCIOLOGÍA,13
with variations with paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,SOCIOLOGÍA,13
paraphrase with variations with paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,SOCIOLOGÍA,13
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations,SOCIOLOGÍA,13
paraphrase with variations with interest per carrer sociologa in creo que la investigación social puede impulsar cambios positivos paraphrase with variations with interesets per carrer sociologa in creo que la investigación social puede impulsar cambios positivos,SOCIOLOGÍA,13
with variations with interest per carrer sociologa in creo que la investigación social puede impulsar cambios positivos paraphrase with variations with variations with interesets per carrer sociologa in creo que la investigación social puede impulsar cambios positivos,SOCIOLOGÍA,13
paraphrase with variations with interest per carrer sociologa in creo que la investigación social puede impulsar cambios positivos paraphrase with variations with variations with interesets per carrer sociologa in creo que la investigación social puede impulsar cambios positivos,SOCIOLOGÍA,13
me apasiona analizar los sistemas económicos y su impacto,ECONOMÍA,14
paraphrase with variations with variations with interesets per carrer economa in me apasiona analizar sistemas económicos y su impacto,ECONOMÍA,14
paraphrase with variations with variations with interessets per carrer economa in me apasiona analizar sistemas económicos y su impacto,ECONOMÍA,14
paraphrase with variations with variations with interessets per carrer economa in me apasiona analizar sistemas económicos y su impacto económico,ECONOMÍA,14
paraphrase with variations with variations with interesets per carrer economa in quiero trabajar en organizaciones internacionales en organizaciones internacionales en quiero trabajar en organizaciones internacionales en quiero trabajar en organizaciones internacionales en quiero trabajar en organizaciones internacionales en quiero trabajar en organiza,ECONOMÍA,14
paraphrase with variations with variations with interesets per carrer economa in quiero trabajar en organizaciones internacionales en organizaciones internacionales en quiero trabajar en organizaciones internacionales en organizaciones internacionales en quiero trabajar en organizaciones internacionales en quiero trabajar en organizaciones internacionales en quiero,ECONOMÍA,14
paraphrase with variations with interesets per carrer economa in quiero trabajar en organizaciones internacionales,ECONOMÍA,14
me gusta modelar escenarios económicos,ECONOMÍA,14
paraphrase with variations with interests per carrer economa in disfruto modelando escenarios económicos,ECONOMÍA,14
paraphrase with variations with variations with interesets per carrer economa in disfruto modelando escenarios económicos,ECONOMÍA,14
paraphrase with variations with interest per carrer economa in disfruto modelando escenarios económicos,ECONOMÍA,14
me interesa la economía del comportamiento,ECONOMÍA,14
paraphrase with variations with interestets per carrer economa in me interesa la economa del comportamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento,ECONOMÍA,14
paraphrase with variations with interestets per carrer economa in me interesa la economa del comportamiento del comportamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento,ECONOMÍA,14
paraphrase with variations with interestets per carrer economa in me interesa la economa del comportamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento del contamiento,ECONOMÍA,14
creo que las decisiones económicas deberían beneficiar a todos,ECONOMÍA,14
in creo that económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decision,ECONOMÍA,14
in creo that económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisions,ECONOMÍA,14
in creo that económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas deben beneficiar a todos los decisiones económicas,ECONOMÍA,14
siempre he sentido que la ley puede proteger a los más vulnerables,DERECHO,15
with variations with interesets per carrer derecho in siempre he sentido que el derecho puede proteger a los más vulnerables,DERECHO,15
paraphrase with variations with interest per carrer derecho in siempre he sentido que el derecho puede proteger a los más vulnerables,DERECHO,15
quiero especializarme en derecho ambiental,DERECHO,15
paraphrase with variations with variations with interesets per carrer derecho in quiero especializarme en derecho ambiental,DERECHO,15
variations with paraphrase with variations with variations with interesets per carrer derecho in quiero especializarme en derecho ambiental,DERECHO,15
paraphrase with variations with interest per carrer derecho in quiero especializarme en derecho ambiental,DERECHO,15
me gusta estudiar jurisprudencia y casos emblemáticos,DERECHO,15
with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos paraphrase with variations with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos,DERECHO,15
with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos paraphrase with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos,DERECHO,15
with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos paraphrase with variations with variations with variations with interesets per carrer derecho in disfruto estudiando jurisprudencia y casos emblemáticos,DERECHO,15
estoy interesado en el arbitraje y la resolución de conflictos,DERECHO,15
paraphrase with variations with interestets per carrer derecho in me interesa el arbitraje y la resolución de conflictos,DERECHO,15
paraphrase with variations with interestets per carrer derecho in me interesa el arbitraje y la resolución de conflictos paraphrase in me interesa el arbitraje y la resolución de conflictos,DERECHO,15
paraphrase with variations with interestsets per carrer derecho in me interesa el arbitraje y la resolución de conflictos,DERECHO,15
creo que la justicia es fundamental para la paz social,DERECHO,15
variations with interest per carrer derecho in creo que la justicia es fundamental para la paz social,DERECHO,15
paraphrase with variations with variations with interest per carrer derecho in creo que la justicia es fundamental para la paz social,DERECHO,15
paraphrase with variations with interest per carrer derecho in creo que la justicia es fundamental para la paz social,DERECHO,15
siento un llamado a profundizar el estudio de la espiritualidad,TEOLOGÍA,16
with variations with interests per carrer teologa in siento una llamada a profundizar en el estudio de la espiritualidad,TEOLOGÍA,16
with variations with interests per carrer teologa in siento una llamada a profundizar en el estudio de la espiritualidad de la espiritualidad,TEOLOGÍA,16
with variations with interests per carrer teologa in siento una llamada a profundizar en el estudio de la espiritualidad y la espiritualidad,TEOLOGÍA,16
paraphrase with variations with interesets per carrer teologa in quiero explorar la relación entre religión y sociedad,TEOLOGÍA,16
paraphrase with variations with variations with interesets per carrer teologa in quiero explorar la relación entre religión y sociedad,TEOLOGÍA,16
paraphrase with variations with interestets per carrer teologa in quiero explorar la relación entre religión y sociedad,TEOLOGÍA,16
paraphrase with variations with interest per carrer teologa in disfruto compartiendo enseanzas que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que,TEOLOGÍA,16
paraphrase with variations with variations with interest per carrer teologa in disfruto compartiendo enseanzas que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otro,TEOLOGÍA,16
paraphrase with variations with interest per carrer teologa in disfruto compartiendo enseanzas que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros que inspiran a otros,TEOLOGÍA,16
estoy interesado en cómo la fe puede guiar las acciones positivas,TEOLOGÍA,16
variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,TEOLOGÍA,16
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with intereset,TEOLOGÍA,16
paraphrase with variations with interesets per carrer teologa in creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento,TEOLOGÍA,16
paraphrase with variations with interesets per carrer teologa in creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento,TEOLOGÍA,16
paraphrase with variations with interesets per carrer teologa in creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida en creo que el entendimiento espiritual enriquece la vida,TEOLOGÍA,16
siempre estoy pensando en cómo hacer las cosas de manera más eficiente,INDUSTRIAL,0
with variations with interesets per carrer industrial in siempre estoy pensando en cómo hacer las cosas de manera más eficiente siempre estoy pensando en cómo hacer las cosas de manera más eficiente siempre estoy pensando en cómo hacer las cosas de manera más eficiente,INDUSTRIAL,0
with variations with interesets per carrer industrial in siempre estoy pensando en cómo hacer las cosas de manera más eficiente siempre estoy pensando en cómo hacer las cosas de manera más eficiente,INDUSTRIAL,0
with variations with interesets per carrer industrial in siempre estoy pensando en cómo hacer las cosas de manera más eficiente en siempre estoy pensando en cómo hacer las cosas de manera más eficiente en siempre estoy pensando en cómo hacer las cosas de manera,INDUSTRIAL,0
paraphrase with variations with interests per carrer industrial in me gusta organizar y mejorar los procesos en mi entorno,INDUSTRIAL,0
paraphrase with variations with variations with interests per carrer industrial in me gusta organizar y mejorar los procesos en mi entorno,INDUSTRIAL,0
paraphrase with variations with interests per carrer industrial in me gusta organizar y mejorar los procesos en mi entorno,INDUSTRIAL,0
disfruto cuando encuentro una manera más rápida de hacer algo,INDUSTRIAL,0
with variations with interesets per carrer industrial in disfruto cuando encuentro una forma más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de,INDUSTRIAL,0
paraphrase with variations with interesets per carrer industrial in disfruto cuando encuentro una forma más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápid,INDUSTRIAL,0
with variations with interesets per carrer industrial in disfruto cuando encuentro una forma más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápida de hacer algo más rápido de,INDUSTRIAL,0
me complace optimizar las tareas y ver resultados positivos,INDUSTRIAL,0
with variations with interest per carrer industrial in siento satisfacción al optimizar tareas y ver resultados positivos,INDUSTRIAL,0
with variations with interessets per carrer industrial in siento satisfacción al optimizar tareas y ver resultados positivos,INDUSTRIAL,0
with variations with interests per carrer industrial in siento satisfacción al optimizar tareas y ver resultados positivos,INDUSTRIAL,0
me interesa cómo funcionan las fábricas y las líneas de producción,INDUSTRIAL,0
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interestsets per carrer industrial in me interesa cómo funcionan las,INDUSTRIAL,0
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interestset,INDUSTRIAL,0
paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interests,INDUSTRIAL,0
desde que era un niño he estado fascinado por construir cosas con bloques y herramientas,CIVIL,1
paraphrase with variations with interessets per carrer civil in desde nio me ha fascinado construir cosas con bloques y herramientas,CIVIL,1
paraphrase with variations with interest per carrer civil in desde nio me ha fascinado construir cosas con bloques y herramientas,CIVIL,1
paraphrase with variations with interests per carrer civil in desde nio me ha fascinado construir cosas con bloques y herramientas,CIVIL,1
estoy emocionado por la idea de diseñar edificios que durarán en el tiempo,CIVIL,1
with variations with variations with interesets per carrer civil in me emociona la idea de disear edificios que perduren en el tiempo,CIVIL,1
with variations with variations with interesets per carrer civil in me emociona la idea de disear edificios que perduren en el tiempo de tiempo,CIVIL,1
with variations with variations with interesets per carrer civil in me emociona la idea de disear edificios que perduren en el tiempo en el tiempo,CIVIL,1
quiero ayudar a crear infraestructura que beneficie a la comunidad,CIVIL,1
paraphrase with variations with variations with interestets per carrer civil in quiero ayudar a crear infraestructuras que beneficien a la comunidad,CIVIL,1
paraphrase with variations with variations with variations with interesets per carrer civil in quiero ayudar a crear infraestructuras que beneficien a la comunidad,CIVIL,1
paraphrase with variations with variations with interestets per carrer civil in quiero ayudara a crear infraestructuras que beneficien a la comunidad,CIVIL,1
me gusta aprender sobre los materiales de construcción y sus usos,CIVIL,1
paraphrase with variations with interesets per carrer civil in disfruto aprendiendo sobre materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus uso,CIVIL,1
paraphrase with variations with interesets per carrer civil in disfruto aprendiendo sobre materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción,CIVIL,1
paraphrase with variations with interests per carrer civil in disfruto aprendiendo sobre materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiales de construcción y sus usos de materiale,CIVIL,1
me inspira a ver cómo una ciudad se puede transformar con buenas obras,CIVIL,1
paraphrase with variations with interestets per carrer civil in me inspira ver cómo una ciudad puede transformarse con buenas obras,CIVIL,1
paraphrase with variations with interests per carrer civil in me inspira ver cómo una ciudad puede transformarse con buenas obras,CIVIL,1
paraphrase with variations with interestets per carrer civil in me inspira ver cómo una ciudad puede transformarse con buenas obras obras,CIVIL,1
paraphrase with variations with variations with interesets per carrer informtica in paso horas programando y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiemp,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in paso horas programando y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in paso horas programando y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo y no me doy cuenta del tiempo,INFORMÁTICA,2
me encanta resolver errores en el código y hacerlo funcionar,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in me encanta resolver errores en el código y hacer que funcione en el código y hacer que funcione en el código y hacer que funcione en el código y hacer que funcione en el có,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in me encanta resolver errores en el código y hacer que funcione en el código y hacer que funcione en el código y hacer que funcione en el código,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in me encanta resolver errores en el código y hacer que funcione en el código y hacer que funcione en el código,INFORMÁTICA,2
quiero crear aplicaciones que sean útiles para la gente,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in quiero crear aplicaciones que sean tiles para las personas,INFORMÁTICA,2
paraphrase with variations with interests per carrer informtica in quiero crear aplicaciones que sean tiles para las personas,INFORMÁTICA,2
paraphrase with variations with variations with interesets per carrer informtica in quiero crear aplicaciones que sean tiles para las personas que sean tiles para las personas,INFORMÁTICA,2
me gusta aprender sobre ciberseguridad y cómo proteger la información,INFORMÁTICA,2
paraphrase with variations with paraphrase with variations with variations with interesets per carrer informtica in disfruto aprendiendo sobre ciberseguridad y código proteger información,INFORMÁTICA,2
paraphrase with variations with interests per carrer informtica in disfruto aprendiendo sobre ciberseguridad y código proteger información,INFORMÁTICA,2
paraphrase with variations with variations with interests per carrer informtica in disfruto aprendiendo sobre ciberseguridad y código proteger información,INFORMÁTICA,2
sueño con desarrollar un juego que se haga popular,INFORMÁTICA,2
variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interests per carrer informtica in sueo con desarrollar un juego que se vuelva popular,INFORMÁTICA,2
variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interests per carrer informtica in sueo con desarrollar un juego que se vuelva popular,INFORMÁTICA,2
variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with interests per carrer informtica in sueo con desarrollar un juego que se vuelva popular en sueo con desarrollar un juego que se vuelva popular,INFORMÁTICA,2
me intriga cómo podemos enviar mensajes instantáneos a cualquier parte del mundo,TELECOMUNICACIONES,3
paraphrase with variations with variations with interests per carrer telecomunicaciones in me intriga cómo podemos enviar mensajes instantáneos a cualquier parte del mundo,TELECOMUNICACIONES,3
paraphrase with variations with variations with variations with interests per carrer telecomunicaciones in me intriga cómo podemos enviar mensajes instantáneos a cualquier parte del mundo,TELECOMUNICACIONES,3
paraphrase with variations with variations with variations with interests per carrer telecomunicaciones in me intriga cómo podemos enviar mensajes instantáneos a cualquier parte del mundo enviar mensajes instantáneos a cualquier parte del mundo,TELECOMUNICACIONES,3
quiero mejorar la calidad de las videollamadas y las conexiones,TELECOMUNICACIONES,3
paraphrase with variations with interests per carrer telecomunicaciones in quiero mejorar la calidad de las videollamadas y conexiones,TELECOMUNICACIONES,3
paraphrase with variations with variations with interesets per carrer telecomunicaciones in quiero mejorar la calidad de las videollamadas y conexiones,TELECOMUNICACIONES,3
paraphrase with variations with interests per carrer telecomunicaciones in quiero mejorar la calidad de las videollamadas y conexiones y conexiones,TELECOMUNICACIONES,3
me interesa cómo funcionan las antenas y las señales de radio,TELECOMUNICACIONES,3
paraphrase with variations with variations with variations with interesets per carrer telecomunicaciones in me interesa cómo funcionan las antenas y seales de radio,TELECOMUNICACIONES,3
paraphrase with variations with variations with paraphrase with variations with variations with interesets per carrer telecomunicaciones in me interesa cómo funcionan las antenas y seales de radio,TELECOMUNICACIONES,3
paraphrase with variations with variations with paraphrase with variations with variations with interesets per carrer telecomunicaciones in me interesa cómo funcionan las antenas y seales de radio y tv,TELECOMUNICACIONES,3
disfruto de los dispositivos de desmontaje para entender cómo funcionan,TELECOMUNICACIONES,3
paraphrase with variations with interestets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con interesets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con interesets per carrer telecomunicaciones in,TELECOMUNICACIONES,3
paraphrase with variations with interestets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con variaciones con interesets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con interesets per carrer telecomunica,TELECOMUNICACIONES,3
paraphrase with variations with interestets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con interesets per carrer telecomunicaciones in disfruto desmontando dispositivos para entender su funcionamiento con variaciones con interesets per carrer telecomunicaciones,TELECOMUNICACIONES,3
creo que las telecomunicaciones acercan a las personas y las culturas,TELECOMUNICACIONES,3
paraphrase with variations with interest per carrer telecomunicaciones in creo que las telecomunicaciones acercan a las personas y culturas,TELECOMUNICACIONES,3
paraphrase with variations with variations with interest per carrer telecomunicaciones in creo que las telecomunicaciones acercan a las personas y culturas,TELECOMUNICACIONES,3
paraphrase with variations with interest per carrer telecomunicaciones in creo que las telecomunicaciones acercan a las personas y culturas y culturas,TELECOMUNICACIONES,3
siempre dibujo diseños de casas y edificios en mis cuadernos,ARQUITECTURA,4
paraphrase with variations with variations with interesets per carrer arquitectura in siempre estoy dibujando diseos de casas y edificios en mis cuadernos,ARQUITECTURA,4
paraphrase with variations with variations with interesets per carrer arquitectura in siempre estoy dibujando diseos de casas y edificios en mis cuadernos y edificios en mis cuadernos,ARQUITECTURA,4
paraphrase with variations with variations with interesets per carrer arquitectura in siempre estoy dibujando diseos de casas y edificios en mis cuadernos de casas y edificios en mis cuadernos de casas y edificios en mis cuadernos de casas y edificios en mis cuadernos de casas,ARQUITECTURA,4
me apasiona crear espacios acogedores y funcionales,ARQUITECTURA,4
paraphrase with variations with interests per carrer arquitectura in me apasiona crear espacios que sean acogedores y funcionales,ARQUITECTURA,4
paraphrase with variations with variations with interests per carrer arquitectura in me apasiona crear espacios que sean acogedores y funcionales,ARQUITECTURA,4
paraphrase with variations with interests per carrer arquitectura in me apasiona crear espacios que sean acogedores y funcionales y acogedores,ARQUITECTURA,4
with variations with interesets per carrer arquitectura in quiero combinar tradición y modernidad en mis diseos,ARQUITECTURA,4
paraphrase with variations with interests per carrer arquitectura in quiero combinar tradición y modernidad en mis diseos,ARQUITECTURA,4
with variations with interesets per carrer arquitectura en quiero combinar tradición y modernidad en mis diseos,ARQUITECTURA,4
me gusta visitar edificios históricos y analizar su arquitectura,ARQUITECTURA,4
paraphrase with variations with variations with variations with interests per carrer arquitectura in disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su arquitectura,ARQUITECTURA,4
paraphrase with variations with variations with variations with interests per carrer arquitectura in disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su arquitectura en disfruto visitando edificios históricos y analizando su arquitectura,ARQUITECTURA,4
